text,gloss
[ASL] What is Sign 0079?,[ASL] WHAT SIGN 0079?
[ASL] Repeat Sign 0079,[ASL] REPEAT SIGN 0079
[ASL] Can you sign Sign 0079?,[ASL] CAN YOU SIGN SIGN 0079?
[ASL] Show me Sign 0080,[ASL] SHOW ME SIGN 0080
[ASL] Wait for Sign 0081,[ASL] WAIT FOR SIGN 0081
[ASL] Can you sign Sign 0081?,[ASL] CAN YOU SIGN SIGN 0081?
[ASL] See Sign 0082,[ASL] SEE SIGN 0082
[ASL] I like Sign 0082,[ASL] I LIKE SIGN 0082
[ASL] Show me Sign 0083,[ASL] SHOW ME SIGN 0083
[ASL] Can you sign Sign 0083?,[ASL] CAN YOU SIGN SIGN 0083?
[ASL] What is Sign 0084?,[ASL] WHAT SIGN 0084?
[ASL] Wait for Sign 0084,[ASL] WAIT FOR SIGN 0084
[ASL] I like Sign 0085,[ASL] I LIKE SIGN 0085
[ASL] Repeat Sign 0086,[ASL] REPEAT SIGN 0086
[ASL] I like Sign 0086,[ASL] I LIKE SIGN 0086
[ASL] Wait for Sign 0087,[ASL] WAIT FOR SIGN 0087
[ASL] This is Sign 0087,[ASL] THIS SIGN 0087
[ASL] Can you sign Sign 0087?,[ASL] CAN YOU SIGN SIGN 0087?
[ASL] Translate Sign 0088,[ASL] TRANSLATE SIGN 0088
[ASL] See Sign 0088,[ASL] SEE SIGN 0088
[ASL] Show me Sign 0089,[ASL] SHOW ME SIGN 0089
[ASL] Can you sign Sign 0090?,[ASL] CAN YOU SIGN SIGN 0090?
[ASL] Repeat Sign 0091,[ASL] REPEAT SIGN 0091
[ASL] Can you sign Sign 0091?,[ASL] CAN YOU SIGN SIGN 0091?
[ASL] I like Sign 0092,[ASL] I LIKE SIGN 0092
[ASL] See Sign 0093,[ASL] SEE SIGN 0093
[ASL] Translate Sign 0093,[ASL] TRANSLATE SIGN 0093
[ASL] I like Sign 0094,[ASL] I LIKE SIGN 0094
[ASL] Translate Sign 0094,[ASL] TRANSLATE SIGN 0094
[ASL] This is Sign 0095,[ASL] THIS SIGN 0095
[ASL] Translate Sign 0095,[ASL] TRANSLATE SIGN 0095
[ASL] This is Sign 0096,[ASL] THIS SIGN 0096
[ASL] Can you sign Sign 0098?,[ASL] CAN YOU SIGN SIGN 0098?
[ASL] Wait for Sign 0098,[ASL] WAIT FOR SIGN 0098
[ASL] Translate Sign 0098,[ASL] TRANSLATE SIGN 0098
[ASL] Wait for Sign 0099,[ASL] WAIT FOR SIGN 0099
[ASL] What is Sign 0000?,[ASL] WHAT SIGN 0000?
[ASL] Repeat Sign 0000,[ASL] REPEAT SIGN 0000
[ASL] Wait for Sign 0001,[ASL] WAIT FOR SIGN 0001
[ASL] I like Sign 0001,[ASL] I LIKE SIGN 0001
[ASL] See Sign 0002,[ASL] SEE SIGN 0002
[ASL] Translate Sign 0004,[ASL] TRANSLATE SIGN 0004
[ASL] Show me Sign 0004,[ASL] SHOW ME SIGN 0004
[ASL] See Sign 0004,[ASL] SEE SIGN 0004
[ASL] Show me Sign 0005,[ASL] SHOW ME SIGN 0005
[ASL] Wait for Sign 0005,[ASL] WAIT FOR SIGN 0005
[ASL] Repeat Sign 0005,[ASL] REPEAT SIGN 0005
[ASL] Wait for Sign 0006,[ASL] WAIT FOR SIGN 0006
[ASL] Translate Sign 0007,[ASL] TRANSLATE SIGN 0007
[ASL] What is Sign 0008?,[ASL] WHAT SIGN 0008?
[ASL] This is Sign 0009,[ASL] THIS SIGN 0009
[ASL] I like Sign 0009,[ASL] I LIKE SIGN 0009
[ASL] Wait for Sign 0011,[ASL] WAIT FOR SIGN 0011
[ASL] Learn Sign 0012,[ASL] LEARN SIGN 0012
[ASL] I like Sign 0013,[ASL] I LIKE SIGN 0013
[ASL] Can you sign Sign 0013?,[ASL] CAN YOU SIGN SIGN 0013?
[ASL] What is Sign 0014?,[ASL] WHAT SIGN 0014?
[ASL] This is Sign 0015,[ASL] THIS SIGN 0015
[ASL] Show me Sign 0016,[ASL] SHOW ME SIGN 0016
[ASL] Translate Sign 0017,[ASL] TRANSLATE SIGN 0017
[ASL] Learn Sign 0017,[ASL] LEARN SIGN 0017
[ASL] I like Sign 0018,[ASL] I LIKE SIGN 0018
[ASL] Translate Sign 0018,[ASL] TRANSLATE SIGN 0018
[ASL] Translate Sign 0019,[ASL] TRANSLATE SIGN 0019
[ASL] Repeat Sign 0021,[ASL] REPEAT SIGN 0021
[ASL] Wait for Sign 0021,[ASL] WAIT FOR SIGN 0021
[ASL] What is Sign 0022?,[ASL] WHAT SIGN 0022?
[ASL] This is Sign 0022,[ASL] THIS SIGN 0022
[ASL] See Sign 0023,[ASL] SEE SIGN 0023
[ASL] This is Sign 0024,[ASL] THIS SIGN 0024
[ASL] Learn Sign 0025,[ASL] LEARN SIGN 0025
[ASL] What is Sign 0025?,[ASL] WHAT SIGN 0025?
[ASL] Wait for Sign 0026,[ASL] WAIT FOR SIGN 0026
[ASL] This is Sign 0026,[ASL] THIS SIGN 0026
[ASL] Show me Sign 0026,[ASL] SHOW ME SIGN 0026
[ASL] What is Sign 0027?,[ASL] WHAT SIGN 0027?
[ASL] What is Sign 0029?,[ASL] WHAT SIGN 0029?
[ASL] Wait for Sign 0029,[ASL] WAIT FOR SIGN 0029
[ASL] What is Sign 0031?,[ASL] WHAT SIGN 0031?
[ASL] Learn Sign 0031,[ASL] LEARN SIGN 0031
[ASL] Can you sign Sign 0032?,[ASL] CAN YOU SIGN SIGN 0032?
[ASL] Wait for Sign 0032,[ASL] WAIT FOR SIGN 0032
[ASL] What is Sign 0033?,[ASL] WHAT SIGN 0033?
[ASL] Can you sign Sign 0033?,[ASL] CAN YOU SIGN SIGN 0033?
[ASL] I like Sign 0036,[ASL] I LIKE SIGN 0036
[ASL] Can you sign Sign 0036?,[ASL] CAN YOU SIGN SIGN 0036?
[ASL] Repeat Sign 0036,[ASL] REPEAT SIGN 0036
[ASL] Learn Sign 0037,[ASL] LEARN SIGN 0037
[ASL] Wait for Sign 0038,[ASL] WAIT FOR SIGN 0038
[ASL] I like Sign 0038,[ASL] I LIKE SIGN 0038
[ASL] This is Sign 0040,[ASL] THIS SIGN 0040
[ASL] Can you sign Sign 0040?,[ASL] CAN YOU SIGN SIGN 0040?
[ASL] See Sign 0041,[ASL] SEE SIGN 0041
[ASL] This is Sign 0042,[ASL] THIS SIGN 0042
[ASL] What is Sign 0042?,[ASL] WHAT SIGN 0042?
[ASL] What is Sign 0043?,[ASL] WHAT SIGN 0043?
[ASL] I like Sign 0043,[ASL] I LIKE SIGN 0043
[ASL] Can you sign Sign 0044?,[ASL] CAN YOU SIGN SIGN 0044?
[ASL] Wait for Sign 0045,[ASL] WAIT FOR SIGN 0045
[ASL] See Sign 0045,[ASL] SEE SIGN 0045
[ASL] Translate Sign 0046,[ASL] TRANSLATE SIGN 0046
[ASL] Wait for Sign 0046,[ASL] WAIT FOR SIGN 0046
[ASL] Can you sign Sign 0047?,[ASL] CAN YOU SIGN SIGN 0047?
[ASL] Show me Sign 0047,[ASL] SHOW ME SIGN 0047
[ASL] See Sign 0049,[ASL] SEE SIGN 0049
[ASL] Learn Sign 0050,[ASL] LEARN SIGN 0050
[ASL] Translate Sign 0051,[ASL] TRANSLATE SIGN 0051
[ASL] Learn Sign 0052,[ASL] LEARN SIGN 0052
[ASL] Repeat Sign 0053,[ASL] REPEAT SIGN 0053
[ASL] Show me Sign 0053,[ASL] SHOW ME SIGN 0053
[ASL] Show me Sign 0054,[ASL] SHOW ME SIGN 0054
[ASL] This is Sign 0055,[ASL] THIS SIGN 0055
[ASL] Can you sign Sign 0055?,[ASL] CAN YOU SIGN SIGN 0055?
[ASL] Repeat Sign 0056,[ASL] REPEAT SIGN 0056
[ASL] What is Sign 0056?,[ASL] WHAT SIGN 0056?
[ASL] Learn Sign 0057,[ASL] LEARN SIGN 0057
[ASL] Translate Sign 0057,[ASL] TRANSLATE SIGN 0057
[ASL] See Sign 0057,[ASL] SEE SIGN 0057
[ASL] Can you sign Sign 0059?,[ASL] CAN YOU SIGN SIGN 0059?
[ASL] Repeat Sign 0060,[ASL] REPEAT SIGN 0060
[ASL] What is Sign 0061?,[ASL] WHAT SIGN 0061?
[ASL] This is Sign 0062,[ASL] THIS SIGN 0062
[ASL] What is Sign 0062?,[ASL] WHAT SIGN 0062?
[ASL] Show me Sign 0063,[ASL] SHOW ME SIGN 0063
[ASL] Translate Sign 0064,[ASL] TRANSLATE SIGN 0064
[ASL] Repeat Sign 0065,[ASL] REPEAT SIGN 0065
[ASL] What is Sign 0066?,[ASL] WHAT SIGN 0066?
[ASL] Learn Sign 0067,[ASL] LEARN SIGN 0067
[ASL] See Sign 0068,[ASL] SEE SIGN 0068
[ASL] I like Sign 0069,[ASL] I LIKE SIGN 0069
[ASL] Wait for Sign 0071,[ASL] WAIT FOR SIGN 0071
[ASL] See Sign 0071,[ASL] SEE SIGN 0071
[ASL] This is Sign 0072,[ASL] THIS SIGN 0072
[ASL] Repeat Sign 0073,[ASL] REPEAT SIGN 0073
[ASL] See Sign 0074,[ASL] SEE SIGN 0074
[ASL] I like Sign 0075,[ASL] I LIKE SIGN 0075
[ASL] See Sign 0076,[ASL] SEE SIGN 0076
[ASL] This is Sign 0077,[ASL] THIS SIGN 0077
[ASL] Learn Sign 0078,[ASL] LEARN SIGN 0078
[ASL] See Sign 0079,[ASL] SEE SIGN 0079
[ASL] Repeat Sign 0080,[ASL] REPEAT SIGN 0080
[ASL] I like Sign 0081,[ASL] I LIKE SIGN 0081
[ASL] This is Sign 0081,[ASL] THIS SIGN 0081
[ASL] What is Sign 0082?,[ASL] WHAT SIGN 0082?
[ASL] Repeat Sign 0083,[ASL] REPEAT SIGN 0083
[ASL] Translate Sign 0084,[ASL] TRANSLATE SIGN 0084
[ASL] Can you sign Sign 0086?,[ASL] CAN YOU SIGN SIGN 0086?
[ASL] Repeat Sign 0087,[ASL] REPEAT SIGN 0087
[ASL] What is Sign 0088?,[ASL] WHAT SIGN 0088?
[ASL] Translate Sign 0089,[ASL] TRANSLATE SIGN 0089
[ASL] This is Sign 0091,[ASL] THIS SIGN 0091
[ASL] Wait for Sign 0093,[ASL] WAIT FOR SIGN 0093
[ASL] This is Sign 0093,[ASL] THIS SIGN 0093
[ASL] Repeat Sign 0094,[ASL] REPEAT SIGN 0094
[ASL] I like Sign 0095,[ASL] I LIKE SIGN 0095
[ASL] Can you sign Sign 0096?,[ASL] CAN YOU SIGN SIGN 0096?
[ASL] Wait for Sign 0097,[ASL] WAIT FOR SIGN 0097
[ASL] This is Sign 0098,[ASL] THIS SIGN 0098
[ASL] Repeat Sign 0098,[ASL] REPEAT SIGN 0098
[ASL] Learn Sign 0099,[ASL] LEARN SIGN 0099
[ASL] See Sign 0099,[ASL] SEE SIGN 0099
[ASL] Translate Sign 0000,[ASL] TRANSLATE SIGN 0000
[ASL] Show me Sign 0002,[ASL] SHOW ME SIGN 0002
[ASL] Translate Sign 0003,[ASL] TRANSLATE SIGN 0003
[ASL] Learn Sign 0006,[ASL] LEARN SIGN 0006
[ASL] This is Sign 0007,[ASL] THIS SIGN 0007
[ASL] See Sign 0010,[ASL] SEE SIGN 0010
[ASL] What is Sign 0011?,[ASL] WHAT SIGN 0011?
[ASL] Repeat Sign 0011,[ASL] REPEAT SIGN 0011
[ASL] Translate Sign 0011,[ASL] TRANSLATE SIGN 0011
[ASL] What is Sign 0015?,[ASL] WHAT SIGN 0015?
[ASL] Translate Sign 0015,[ASL] TRANSLATE SIGN 0015
[ASL] Can you sign Sign 0016?,[ASL] CAN YOU SIGN SIGN 0016?
[ASL] Translate Sign 0016,[ASL] TRANSLATE SIGN 0016
[ASL] Wait for Sign 0017,[ASL] WAIT FOR SIGN 0017
[ASL] Wait for Sign 0019,[ASL] WAIT FOR SIGN 0019
[ASL] Show me Sign 0020,[ASL] SHOW ME SIGN 0020
[ASL] See Sign 0021,[ASL] SEE SIGN 0021
[ASL] Can you sign Sign 0021?,[ASL] CAN YOU SIGN SIGN 0021?
[ASL] Repeat Sign 0022,[ASL] REPEAT SIGN 0022
[ASL] Show me Sign 0022,[ASL] SHOW ME SIGN 0022
[ASL] Wait for Sign 0023,[ASL] WAIT FOR SIGN 0023
[ASL] I like Sign 0024,[ASL] I LIKE SIGN 0024
[ASL] This is Sign 0025,[ASL] THIS SIGN 0025
[ASL] Translate Sign 0025,[ASL] TRANSLATE SIGN 0025
[ASL] Wait for Sign 0025,[ASL] WAIT FOR SIGN 0025
[ASL] Translate Sign 0026,[ASL] TRANSLATE SIGN 0026
[ASL] Wait for Sign 0027,[ASL] WAIT FOR SIGN 0027
[ASL] Learn Sign 0027,[ASL] LEARN SIGN 0027
[ASL] See Sign 0028,[ASL] SEE SIGN 0028
[ASL] Can you sign Sign 0028?,[ASL] CAN YOU SIGN SIGN 0028?
[ASL] I like Sign 0029,[ASL] I LIKE SIGN 0029
[ASL] Show me Sign 0029,[ASL] SHOW ME SIGN 0029
[ASL] Repeat Sign 0030,[ASL] REPEAT SIGN 0030
[ASL] Translate Sign 0031,[ASL] TRANSLATE SIGN 0031
[ASL] Wait for Sign 0031,[ASL] WAIT FOR SIGN 0031
[ASL] Learn Sign 0032,[ASL] LEARN SIGN 0032
[ASL] Show me Sign 0033,[ASL] SHOW ME SIGN 0033
[ASL] Learn Sign 0034,[ASL] LEARN SIGN 0034
[ASL] Show me Sign 0034,[ASL] SHOW ME SIGN 0034
[ASL] Translate Sign 0036,[ASL] TRANSLATE SIGN 0036
[ASL] Can you sign Sign 0037?,[ASL] CAN YOU SIGN SIGN 0037?
[ASL] I like Sign 0039,[ASL] I LIKE SIGN 0039
[ASL] Wait for Sign 0040,[ASL] WAIT FOR SIGN 0040
[ASL] Repeat Sign 0040,[ASL] REPEAT SIGN 0040
[ASL] I like Sign 0041,[ASL] I LIKE SIGN 0041
[ASL] What is Sign 0041?,[ASL] WHAT SIGN 0041?
[ASL] This is Sign 0041,[ASL] THIS SIGN 0041
[ASL] I like Sign 0047,[ASL] I LIKE SIGN 0047
[ASL] Learn Sign 0047,[ASL] LEARN SIGN 0047
[ASL] Wait for Sign 0048,[ASL] WAIT FOR SIGN 0048
[ASL] Show me Sign 0048,[ASL] SHOW ME SIGN 0048
[ASL] What is Sign 0051?,[ASL] WHAT SIGN 0051?
[ASL] I like Sign 0052,[ASL] I LIKE SIGN 0052
[ASL] What is Sign 0052?,[ASL] WHAT SIGN 0052?
[ASL] Learn Sign 0053,[ASL] LEARN SIGN 0053
[ASL] Can you sign Sign 0054?,[ASL] CAN YOU SIGN SIGN 0054?
[ASL] What is Sign 0055?,[ASL] WHAT SIGN 0055?
[ASL] Show me Sign 0055,[ASL] SHOW ME SIGN 0055
[ASL] This is Sign 0058,[ASL] THIS SIGN 0058
[ASL] I like Sign 0058,[ASL] I LIKE SIGN 0058
[ASL] Learn Sign 0059,[ASL] LEARN SIGN 0059
[ASL] This is Sign 0061,[ASL] THIS SIGN 0061
[ASL] Learn Sign 0061,[ASL] LEARN SIGN 0061
[ASL] See Sign 0062,[ASL] SEE SIGN 0062
[ASL] What is Sign 0063?,[ASL] WHAT SIGN 0063?
[ASL] Wait for Sign 0063,[ASL] WAIT FOR SIGN 0063
[ASL] I like Sign 0064,[ASL] I LIKE SIGN 0064
[ASL] I like Sign 0065,[ASL] I LIKE SIGN 0065
[ASL] Translate Sign 0066,[ASL] TRANSLATE SIGN 0066
[ASL] Learn Sign 0068,[ASL] LEARN SIGN 0068
[ASL] See Sign 0070,[ASL] SEE SIGN 0070
[ASL] What is Sign 0070?,[ASL] WHAT SIGN 0070?
[ASL] Translate Sign 0071,[ASL] TRANSLATE SIGN 0071
[ASL] Translate Sign 0072,[ASL] TRANSLATE SIGN 0072
[ASL] Translate Sign 0075,[ASL] TRANSLATE SIGN 0075
[ASL] Repeat Sign 0076,[ASL] REPEAT SIGN 0076
[ASL] What is Sign 0076?,[ASL] WHAT SIGN 0076?
[ASL] What is Sign 0077?,[ASL] WHAT SIGN 0077?
[ASL] I like Sign 0077,[ASL] I LIKE SIGN 0077
[ASL] I like Sign 0078,[ASL] I LIKE SIGN 0078
[ASL] Can you sign Sign 0078?,[ASL] CAN YOU SIGN SIGN 0078?
[ASL] Show me Sign 0079,[ASL] SHOW ME SIGN 0079
[ASL] This is Sign 0080,[ASL] THIS SIGN 0080
[ASL] What is Sign 0080?,[ASL] WHAT SIGN 0080?
[ASL] Repeat Sign 0081,[ASL] REPEAT SIGN 0081
[ASL] Translate Sign 0082,[ASL] TRANSLATE SIGN 0082
[ASL] I like Sign 0083,[ASL] I LIKE SIGN 0083
[ASL] Can you sign Sign 0084?,[ASL] CAN YOU SIGN SIGN 0084?
[ASL] This is Sign 0084,[ASL] THIS SIGN 0084
[ASL] Repeat Sign 0085,[ASL] REPEAT SIGN 0085
[ASL] This is Sign 0085,[ASL] THIS SIGN 0085
[ASL] Translate Sign 0087,[ASL] TRANSLATE SIGN 0087
[ASL] What is Sign 0089?,[ASL] WHAT SIGN 0089?
[ASL] Learn Sign 0090,[ASL] LEARN SIGN 0090
[ASL] Can you sign Sign 0093?,[ASL] CAN YOU SIGN SIGN 0093?
[ASL] Learn Sign 0094,[ASL] LEARN SIGN 0094
[ASL] What is Sign 0096?,[ASL] WHAT SIGN 0096?
[ASL] This is Sign 0097,[ASL] THIS SIGN 0097
[ASL] Repeat Sign 0097,[ASL] REPEAT SIGN 0097
[ASL] Repeat Sign 0099,[ASL] REPEAT SIGN 0099
[ASL] Learn Sign 0000,[ASL] LEARN SIGN 0000
[ASL] Wait for Sign 0000,[ASL] WAIT FOR SIGN 0000
[ASL] Can you sign Sign 0003?,[ASL] CAN YOU SIGN SIGN 0003?
[ASL] This is Sign 0005,[ASL] THIS SIGN 0005
[ASL] I like Sign 0006,[ASL] I LIKE SIGN 0006
[ASL] I like Sign 0008,[ASL] I LIKE SIGN 0008
[ASL] See Sign 0009,[ASL] SEE SIGN 0009
[ASL] What is Sign 0010?,[ASL] WHAT SIGN 0010?
[ASL] Translate Sign 0012,[ASL] TRANSLATE SIGN 0012
[ASL] Repeat Sign 0013,[ASL] REPEAT SIGN 0013
[ASL] Wait for Sign 0014,[ASL] WAIT FOR SIGN 0014
[ASL] I like Sign 0014,[ASL] I LIKE SIGN 0014
[ASL] Can you sign Sign 0018?,[ASL] CAN YOU SIGN SIGN 0018?
[ASL] Show me Sign 0019,[ASL] SHOW ME SIGN 0019
[ASL] What is Sign 0020?,[ASL] WHAT SIGN 0020?
[ASL] Wait for Sign 0022,[ASL] WAIT FOR SIGN 0022
[ASL] Wait for Sign 0024,[ASL] WAIT FOR SIGN 0024
[ASL] What is Sign 0024?,[ASL] WHAT SIGN 0024?
[ASL] This is Sign 0027,[ASL] THIS SIGN 0027
[ASL] Translate Sign 0028,[ASL] TRANSLATE SIGN 0028
[ASL] What is Sign 0030?,[ASL] WHAT SIGN 0030?
[ASL] I like Sign 0032,[ASL] I LIKE SIGN 0032
[ASL] Repeat Sign 0034,[ASL] REPEAT SIGN 0034
[ASL] Translate Sign 0039,[ASL] TRANSLATE SIGN 0039
[ASL] Show me Sign 0039,[ASL] SHOW ME SIGN 0039
[ASL] Learn Sign 0043,[ASL] LEARN SIGN 0043
[ASL] Learn Sign 0045,[ASL] LEARN SIGN 0045
[ASL] Repeat Sign 0047,[ASL] REPEAT SIGN 0047
[ASL] I like Sign 0049,[ASL] I LIKE SIGN 0049
[ASL] See Sign 0052,[ASL] SEE SIGN 0052
[ASL] Can you sign Sign 0052?,[ASL] CAN YOU SIGN SIGN 0052?
[ASL] See Sign 0053,[ASL] SEE SIGN 0053
[ASL] I like Sign 0055,[ASL] I LIKE SIGN 0055
[ASL] Show me Sign 0056,[ASL] SHOW ME SIGN 0056
[ASL] Learn Sign 0058,[ASL] LEARN SIGN 0058
[ASL] Repeat Sign 0059,[ASL] REPEAT SIGN 0059
[ASL] Wait for Sign 0060,[ASL] WAIT FOR SIGN 0060
[ASL] I like Sign 0061,[ASL] I LIKE SIGN 0061
[ASL] Repeat Sign 0061,[ASL] REPEAT SIGN 0061
[ASL] Learn Sign 0064,[ASL] LEARN SIGN 0064
[ASL] Wait for Sign 0065,[ASL] WAIT FOR SIGN 0065
[ASL] See Sign 0066,[ASL] SEE SIGN 0066
[ASL] See Sign 0067,[ASL] SEE SIGN 0067
[ASL] Wait for Sign 0068,[ASL] WAIT FOR SIGN 0068
[ASL] This is Sign 0068,[ASL] THIS SIGN 0068
[ASL] Translate Sign 0069,[ASL] TRANSLATE SIGN 0069
[ASL] Learn Sign 0070,[ASL] LEARN SIGN 0070
[ASL] Translate Sign 0073,[ASL] TRANSLATE SIGN 0073
[ASL] Wait for Sign 0078,[ASL] WAIT FOR SIGN 0078
[ASL] I like Sign 0080,[ASL] I LIKE SIGN 0080
[ASL] Can you sign Sign 0082?,[ASL] CAN YOU SIGN SIGN 0082?
[ASL] Show me Sign 0085,[ASL] SHOW ME SIGN 0085
[ASL] This is Sign 0086,[ASL] THIS SIGN 0086
[ASL] Wait for Sign 0089,[ASL] WAIT FOR SIGN 0089
[ASL] Repeat Sign 0090,[ASL] REPEAT SIGN 0090
[ASL] Wait for Sign 0091,[ASL] WAIT FOR SIGN 0091
[ASL] I like Sign 0091,[ASL] I LIKE SIGN 0091
[ASL] Repeat Sign 0093,[ASL] REPEAT SIGN 0093
[ASL] See Sign 0095,[ASL] SEE SIGN 0095
[ASL] Wait for Sign 0096,[ASL] WAIT FOR SIGN 0096
[ASL] See Sign 0096,[ASL] SEE SIGN 0096
[ASL] Translate Sign 0097,[ASL] TRANSLATE SIGN 0097
[ASL] Show me Sign 0098,[ASL] SHOW ME SIGN 0098
[ASL] I like Sign 0098,[ASL] I LIKE SIGN 0098
[ASL] What is Sign 0001?,[ASL] WHAT SIGN 0001?
[ASL] What is Sign 0002?,[ASL] WHAT SIGN 0002?
[ASL] I like Sign 0003,[ASL] I LIKE SIGN 0003
[ASL] Repeat Sign 0003,[ASL] REPEAT SIGN 0003
[ASL] I like Sign 0007,[ASL] I LIKE SIGN 0007
[ASL] Can you sign Sign 0008?,[ASL] CAN YOU SIGN SIGN 0008?
[ASL] Translate Sign 0010,[ASL] TRANSLATE SIGN 0010
[ASL] Show me Sign 0013,[ASL] SHOW ME SIGN 0013
[ASL] Can you sign Sign 0015?,[ASL] CAN YOU SIGN SIGN 0015?
[ASL] Learn Sign 0015,[ASL] LEARN SIGN 0015
[ASL] I like Sign 0017,[ASL] I LIKE SIGN 0017
[ASL] Learn Sign 0028,[ASL] LEARN SIGN 0028
[ASL] Can you sign Sign 0029?,[ASL] CAN YOU SIGN SIGN 0029?
[ASL] This is Sign 0029,[ASL] THIS SIGN 0029
[ASL] See Sign 0030,[ASL] SEE SIGN 0030
[ASL] Show me Sign 0037,[ASL] SHOW ME SIGN 0037
[ASL] Translate Sign 0038,[ASL] TRANSLATE SIGN 0038
[ASL] Show me Sign 0040,[ASL] SHOW ME SIGN 0040
[ASL] Can you sign Sign 0046?,[ASL] CAN YOU SIGN SIGN 0046?
[ASL] I like Sign 0048,[ASL] I LIKE SIGN 0048
[ASL] Translate Sign 0050,[ASL] TRANSLATE SIGN 0050
[ASL] This is Sign 0053,[ASL] THIS SIGN 0053
[ASL] What is Sign 0054?,[ASL] WHAT SIGN 0054?
[ASL] Learn Sign 0055,[ASL] LEARN SIGN 0055
[ASL] What is Sign 0057?,[ASL] WHAT SIGN 0057?
[ASL] What is Sign 0058?,[ASL] WHAT SIGN 0058?
[ASL] Show me Sign 0059,[ASL] SHOW ME SIGN 0059
[ASL] I like Sign 0066,[ASL] I LIKE SIGN 0066
[ASL] This is Sign 0070,[ASL] THIS SIGN 0070
[ASL] This is Sign 0071,[ASL] THIS SIGN 0071
[ASL] Repeat Sign 0072,[ASL] REPEAT SIGN 0072
[ASL] Show me Sign 0073,[ASL] SHOW ME SIGN 0073
[ASL] This is Sign 0074,[ASL] THIS SIGN 0074
[ASL] I like Sign 0076,[ASL] I LIKE SIGN 0076
[ASL] Can you sign Sign 0077?,[ASL] CAN YOU SIGN SIGN 0077?
[ASL] Learn Sign 0081,[ASL] LEARN SIGN 0081
[ASL] Show me Sign 0081,[ASL] SHOW ME SIGN 0081
[ASL] Repeat Sign 0082,[ASL] REPEAT SIGN 0082
[ASL] Repeat Sign 0084,[ASL] REPEAT SIGN 0084
[ASL] What is Sign 0086?,[ASL] WHAT SIGN 0086?
[ASL] This is Sign 0088,[ASL] THIS SIGN 0088
[ASL] See Sign 0091,[ASL] SEE SIGN 0091
[ASL] What is Sign 0091?,[ASL] WHAT SIGN 0091?
[ASL] Translate Sign 0099,[ASL] TRANSLATE SIGN 0099
[ASL] Can you sign Sign 0002?,[ASL] CAN YOU SIGN SIGN 0002?
[ASL] Wait for Sign 0004,[ASL] WAIT FOR SIGN 0004
[ASL] Show me Sign 0009,[ASL] SHOW ME SIGN 0009
[ASL] Show me Sign 0011,[ASL] SHOW ME SIGN 0011
[ASL] Wait for Sign 0012,[ASL] WAIT FOR SIGN 0012
[ASL] Learn Sign 0018,[ASL] LEARN SIGN 0018
[ASL] Wait for Sign 0018,[ASL] WAIT FOR SIGN 0018
[ASL] Show me Sign 0021,[ASL] SHOW ME SIGN 0021
[ASL] Show me Sign 0031,[ASL] SHOW ME SIGN 0031
[ASL] Translate Sign 0032,[ASL] TRANSLATE SIGN 0032
[ASL] Can you sign Sign 0034?,[ASL] CAN YOU SIGN SIGN 0034?
[ASL] Repeat Sign 0035,[ASL] REPEAT SIGN 0035
[ASL] Show me Sign 0038,[ASL] SHOW ME SIGN 0038
[ASL] This is Sign 0039,[ASL] THIS SIGN 0039
[ASL] I like Sign 0042,[ASL] I LIKE SIGN 0042
[ASL] Repeat Sign 0046,[ASL] REPEAT SIGN 0046
[ASL] This is Sign 0057,[ASL] THIS SIGN 0057
[ASL] Repeat Sign 0063,[ASL] REPEAT SIGN 0063
[ASL] Show me Sign 0066,[ASL] SHOW ME SIGN 0066
[ASL] This is Sign 0067,[ASL] THIS SIGN 0067
[ASL] Wait for Sign 0072,[ASL] WAIT FOR SIGN 0072
[ASL] Can you sign Sign 0072?,[ASL] CAN YOU SIGN SIGN 0072?
[ASL] Show me Sign 0075,[ASL] SHOW ME SIGN 0075
[ASL] Show me Sign 0076,[ASL] SHOW ME SIGN 0076
[ASL] What is Sign 0078?,[ASL] WHAT SIGN 0078?
[ASL] Translate Sign 0080,[ASL] TRANSLATE SIGN 0080
[ASL] Learn Sign 0082,[ASL] LEARN SIGN 0082
[ASL] Learn Sign 0083,[ASL] LEARN SIGN 0083
[ASL] Can you sign Sign 0088?,[ASL] CAN YOU SIGN SIGN 0088?
[ASL] Show me Sign 0092,[ASL] SHOW ME SIGN 0092
[ASL] This is Sign 0099,[ASL] THIS SIGN 0099
[ASL] Learn Sign 0001,[ASL] LEARN SIGN 0001
[ASL] This is Sign 0003,[ASL] THIS SIGN 0003
[ASL] Learn Sign 0005,[ASL] LEARN SIGN 0005
[ASL] Show me Sign 0007,[ASL] SHOW ME SIGN 0007
[ASL] I like Sign 0021,[ASL] I LIKE SIGN 0021
[ASL] Wait for Sign 0028,[ASL] WAIT FOR SIGN 0028
[ASL] This is Sign 0030,[ASL] THIS SIGN 0030
[ASL] Translate Sign 0030,[ASL] TRANSLATE SIGN 0030
[ASL] See Sign 0042,[ASL] SEE SIGN 0042
[ASL] Can you sign Sign 0045?,[ASL] CAN YOU SIGN SIGN 0045?
[ASL] Show me Sign 0049,[ASL] SHOW ME SIGN 0049
[ASL] I like Sign 0051,[ASL] I LIKE SIGN 0051
[ASL] Repeat Sign 0051,[ASL] REPEAT SIGN 0051
[ASL] Repeat Sign 0054,[ASL] REPEAT SIGN 0054
